Ticker,Price_to_Earnings,Dividend_Yield,Dividend_Date,UNIX_Div_Date
CSCO,15.574411,0.0304,03-01-2024,1704240000
AZN,35.69048,0.0218,10-08-2023,1691625600
NETW.L,32.583336,NULL,NULL,NULL
0O86.L,0.092435725,NULL,NULL,NULL
0QOK.IL,18.886538,0.0399,16-03-2023,1678924800
NETWL.XC,3256.6667,NULL,NULL,NULL
0YSV.L,0.26483154,NULL,NULL,NULL
RIGD.IL,28.478262,0.0039,17-08-2023,1692230400
PNNL.XC,NULL,0.0631,25-01-2024,1706140800
PNN.L,NULL,0.063200004,25-01-2024,1706140800
CTY.L,30.769232,NULL,NULL,NULL
0NMK.IL,NULL,NULL,NULL,NULL
INTC,NULL,0.0104,06-11-2023,1699228800
LMPL.XC,NULL,0.053000003,30-11-2023,1701302400
LMP.L,NULL,0.053000003,30-11-2023,1701302400
HGT.L,11.72973,NULL,NULL,NULL
0HV2.IL,48.652367,0.0078,25-04-2023,1682380800
ROGZ.XC,18.080292,0.0388,16-03-2023,1678924800
HVPEL.XC,NULL,NULL,NULL,NULL
MDOD.XC,26.401152,0.0222,30-11-2023,1701302400
HGTL.XC,1166.2162,NULL,NULL,NULL
ROZ.XC,19.343065,NULL,NULL,NULL
WIZZL.XC,NULL,NULL,NULL,NULL
SHEL,7.2749405,0.0433,16-11-2023,1700092800
0Q15.IL,38.999622,0.021,12-10-2023,1697068800
HCM.L,NULL,NULL,NULL,NULL
ABT,38.884354,0.019199999,11-01-2024,1704931200
NFCD.XC,48.482048,NULL,NULL,NULL
WIZZ.L,NULL,NULL,NULL,NULL
0QYJ.IL,103.125,NULL,NULL,NULL
LIN,33.56405,0.0125,01-12-2023,1701388800
VWSC.XC,NULL,NULL,NULL,NULL
RDWL.XC,650.2747,0.0514,21-09-2023,1695254400
QQL.XC,1886.6666,0.0238,04-01-2024,1704326400
RDW.L,6.5494504,0.0512,21-09-2023,1695254400
VMUKL.XC,831.9444,0.036,22-02-2024,1708560000
VMUK.L,8.316667,0.036,22-02-2024,1708560000
QQ.L,18.82222,0.023699999,04-01-2024,1704326400
GFTUL.XC,1130.9524,0.0368,21-09-2023,1695254400
RMSP.XC,48.8068,0.0070999996,25-04-2023,1682380800
RYDAF,6.733967,0.0462,16-11-2023,1700092800
NOVNZ.XC,28.014881,0.0341,09-03-2023,1678320000
GFTU.L,11.25,0.0368,21-09-2023,1695254400
0RHE.IL,14.518757,0.0418,08-03-2023,1678233600
CLDN.L,13.551588,NULL,NULL,NULL
0A2W.IL,105.84929,0.017,12-05-2023,1683849600
SAP,81.984924,0.0137,12-05-2023,1683849600
GRIL.XC,6455.0005,0.026199998,28-12-2023,1703721600
TMUS,25.582298,NULL,NULL,NULL
GRI.L,85.86667,0.026199998,28-12-2023,1703721600
CISD.XC,15.1875,0.0309,03-01-2024,1704240000
PHLL.L,164.6,NULL,NULL,NULL
CLDNL.XC,1333.9844,NULL,NULL,NULL
SAPGF,81.15578,0.0137,12-05-2023,1683849600
0HCI.IL,16.0,NULL,NULL,NULL
PHLLL.XC,16420.0,NULL,NULL,NULL
HVPE.L,NULL,NULL,NULL,NULL
DRXL.XC,1080.8889,0.0456,24-08-2023,1692835200
DRX.L,10.784444,0.046,24-08-2023,1692835200
WFC-PR,5.222103,NULL,NULL,NULL
0J1B.L,NULL,NULL,NULL,NULL
SRP.L,9.311111,0.0184,07-09-2023,1694044800
INLD.XC,NULL,NULL,NULL,NULL
SRPL.XC,928.3333,0.0184,07-09-2023,1694044800
LXIL.XC,NULL,NULL,NULL,NULL
BBYL.XC,807.6191,0.0315,26-10-2023,1698278400
RATL.XC,2284.9314,0.0727,19-09-2023,1695081600
BBY.L,8.071429,0.031400003,26-10-2023,1698278400
WFC-PL,243.1933,NULL,NULL,NULL
WWH.L,NULL,NULL,NULL,NULL
RAT.L,22.849316,0.0725,19-09-2023,1695081600
LXI.L,NULL,NULL,NULL,NULL
0QBO.IL,34.897778,0.0276,15-05-2023,1684108800
IWG.L,NULL,NULL,NULL,NULL
0NC5.L,0.102462165,NULL,NULL,NULL
IWGL.XC,NULL,NULL,NULL,NULL
0A2S.IL,34.625324,NULL,NULL,NULL
0R2F.IL,10.451944,0.0344,03-08-2023,1691020800
BGEO.L,3.5368128,0.071,05-10-2023,1696464000
COLOBC.XC,35.216213,0.0269,08-12-2023,1701993600
SSPGL.XC,22100.0,NULL,NULL,NULL
CMCSA,12.188023,0.026800001,02-01-2024,1704153600
INTU,68.79672,0.0058,09-01-2024,1704758400
BGEOL.XC,352.74933,0.0692,05-10-2023,1696464000
ACGBF,3.8,0.081199996,10-07-2023,1688947200
SAPD.XC,82.36813,0.0139,12-05-2023,1683849600
ESSIBS.XC,19.76415,0.028800001,30-03-2023,1680134400
0NW4.IL,99.69333,0.0165,12-05-2023,1683849600
SAFEL.XC,870.1087,0.0394,07-03-2024,1709769600
0RQC.L,0.25635725,NULL,NULL,NULL
SAFE.L,8.673913,0.039300002,07-03-2024,1709769600
WFC,10.009317,0.0291,02-11-2023,1698883200
INDVL.XC,NULL,NULL,NULL,NULL
INDV.L,NULL,NULL,NULL,NULL
0R2E.L,0.23015663,NULL,NULL,NULL
DIS,73.64341,NULL,NULL,NULL
ACGBY,3.6226103,0.083900005,07-07-2023,1688688000
0Q1N.IL,7.4734044,0.0531,08-11-2023,1699401600
0RQD.IL,19.558708,0.030299999,30-03-2023,1680134400
PNLL.XC,NULL,NULL,NULL,NULL
PNL.L,NULL,NULL,NULL,NULL
0M5J.IL,11.588486,0.0708,18-07-2023,1689638400
ENOG.L,NULL,0.1019,07-12-2023,1701907200
TELO.XC,23.166353,0.0718,19-10-2023,1697673600
DHR,29.213745,0.0042,28-12-2023,1703721600
0G8C.IL,29.993887,0.0766,19-10-2023,1697673600
0Q1S.IL,7.9,0.0844,09-10-2023,1696809600
ENOGL.XC,NULL,0.1013,07-12-2023,1701907200
QCOM,23.403374,0.0211,28-02-2024,1709078400
TPKL.XC,1165.8823,0.0504,05-10-2023,1696464000
TPK.L,11.62647,0.0506,05-10-2023,1696464000
PCCYF,5.2916665,0.0922,12-09-2023,1694476800
BABAF,9.550562,NULL,NULL,NULL
0JVQ.L,0.17777146,NULL,NULL,NULL
AKRBPO.XC,14.275478,0.090500005,01-11-2023,1698796800
FGT.L,11.9,NULL,NULL,NULL
FGTL.XC,1186.4286,NULL,NULL,NULL
0R0T.IL,20.754717,0.0304,17-08-2023,1692230400
C-PJ,3.0397227,NULL,NULL,NULL
MRCL.XC,20750.0,NULL,NULL,NULL
OSB.L,7.382456,0.0792,24-08-2023,1692835200
MRC.L,207.0,NULL,NULL,NULL
0NNF.IL,28.445793,0.0172,26-04-2023,1682467200
OSBL.XC,735.7895,0.0792,24-08-2023,1692835200
0R2B.L,0.26775873,NULL,NULL,NULL
DATA.L,39.0,0.0202,07-09-2023,1694044800
VZ,7.9476867,0.067600004,09-01-2024,1704758400
0YIK.L,0.05590493,NULL,NULL,NULL
AMGN,21.891258,0.0292,15-02-2024,1707955200
TBCGL.XC,532.8829,0.057800002,07-09-2023,1694044800
TBCG.L,5.342342,0.057600003,07-09-2023,1694044800
0R2H.L,0.19955371,NULL,NULL,NULL
N91.L,9.91111,0.071100004,07-12-2023,1701907200
ORSTEC.XC,NULL,0.0348,08-03-2023,1678233600
DANSKC.XC,8.383134,0.037,24-07-2023,1690156800
JAM.L,8.82,NULL,NULL,NULL
JAML.XC,890.90906,NULL,NULL,NULL
MABL.XC,NULL,NULL,NULL,NULL
MAB.L,NULL,NULL,NULL,NULL
TEML.XC,Infinity,NULL,NULL,NULL
TEM.L,Infinity,NULL,NULL,NULL
ASHM.L,18.183332,0.0785,02-11-2023,1698883200
ASHML.XC,1816.6667,0.0784,02-11-2023,1698883200
PFE,15.456284,0.0594,25-01-2024,1706140800
0NVC.IL,366.32352,NULL,NULL,NULL
SMWHL.XC,2006.6666,0.0241,11-01-2024,1704931200
SMWH.L,20.1,0.024,11-01-2024,1704931200
RHIM.L,13.518072,0.0422,24-08-2023,1692835200
RHIML.XC,1349.7992,0.0428,24-08-2023,1692835200
TXN,22.585602,0.0299,30-01-2024,1706572800
WDPD.XC,72.5294,NULL,NULL,NULL
QCID.XC,23.57,0.0215,28-02-2024,1709078400
IBM,22.299356,0.0387,09-11-2023,1699488000
HAS.L,10.9777775,0.030199999,05-10-2023,1696464000
HASL.XC,1097.2222,0.030299999,05-10-2023,1696464000
0MGB.IL,27.656494,NULL,NULL,NULL
BYITL.XC,3530.5554,0.0126,16-11-2023,1700092800
0QYU.L,0.10904684,NULL,NULL,NULL
YCA.L,3.565,NULL,NULL,NULL
AHLAD.XC,9.464012,NULL,NULL,NULL
0RQP.IL,27.981895,0.0178,11-05-2023,1683763200
AML.L,3.2,NULL,NULL,NULL
DAPD.XC,28.901096,0.0041,28-12-2023,1703721600
AMLL.XC,318.64407,NULL,NULL,NULL
PAGL.XC,1084.8484,0.053600002,01-02-2024,1706745600
TRNL.XC,6332.0,NULL,NULL,NULL
NOW,97.98018,NULL,NULL,NULL
PAG.L,10.825757,0.0537,01-02-2024,1706745600
BYIT.L,35.277775,0.0125,16-11-2023,1700092800
TRN.L,63.24,NULL,NULL,NULL
PAGEL.XC,1441.5625,0.0348,31-08-2023,1693440000
AMGD.XC,22.103634,0.0297,15-02-2024,1707955200
PIN.L,39.0625,NULL,NULL,NULL
BHPLF,11.54902,0.057800002,07-09-2023,1694044800
BHP,11.798216,0.056199998,07-09-2023,1694044800
PROSY,7.7121916,NULL,NULL,NULL
PAGE.L,14.381251,0.0346,31-08-2023,1693440000
MYIL.XC,1336.1111,NULL,NULL,NULL
MYI.L,13.333333,NULL,NULL,NULL
PROSF,7.527322,NULL,NULL,NULL
PINL.XC,3912.5,NULL,NULL,NULL
BACD.XC,7.869803,0.0674,09-01-2024,1704758400
0A30.IL,8.220598,0.0467,15-09-2023,1694736000
0VL8.L,0.10106832,NULL,NULL,NULL
0YZ2.IL,27.777777,0.0139999995,05-06-2023,1685923200
TTFNF,8.064968,0.0498,20-03-2024,1710892800
MS,16.557104,0.0398,30-01-2024,1706572800
0M8V.IL,18.665377,0.0539,26-09-2023,1695686400
SVSL.XC,1682.4999,0.0209,31-08-2023,1693440000
TTE,8.057325,0.0506,18-03-2024,1710720000
SVS.L,16.916666,0.020599999,31-08-2023,1693440000
GNSL.XC,4388.2354,0.014400001,09-11-2023,1699488000
HILS.L,22.95,0.020299999,30-11-2023,1701302400
UNP,23.318895,0.0217,07-12-2023,1701907200
GNS.L,43.803925,0.014400001,09-11-2023,1699488000
HILSL.XC,2303.75,0.0202,30-11-2023,1701302400
CAT,16.390823,0.0182,19-01-2024,1705622400
WTAN.L,9.666667,NULL,NULL,NULL
HSBC,5.552174,0.0698,09-11-2023,1699488000
LRE.L,14.634147,0.0198,16-11-2023,1700092800
0QZ6.IL,35.185184,0.0119,01-09-2023,1693526400
PFED.XC,15.416667,0.0596,25-01-2024,1706140800
IBMD.XC,22.478933,0.0395,09-11-2023,1699488000
FOURL.XC,1925.6505,0.0287,17-08-2023,1692230400
FEV.L,5.265151,NULL,NULL,NULL
BX,50.430958,0.0279,27-10-2023,1698364800
FEVL.XC,526.51514,NULL,NULL,NULL
GS,16.908573,0.028800001,28-02-2024,1709078400
FOUR.L,19.144981,0.028900001,17-08-2023,1692230400
PLUS.L,7.756522,0.0286,24-08-2023,1692835200
PETS.L,17.788235,0.0431,07-12-2023,1701907200
PETSL.XC,1772.9412,0.0432,07-12-2023,1701907200
PLUSL.XC,775.65216,0.028499998,24-08-2023,1692835200
PM,17.98835,0.0563,20-12-2023,1703030400
CICHF,3.0777779,0.097600006,06-07-2023,1688601600
0A1U.IL,NULL,NULL,NULL,NULL
GE,13.687825,0.0025,27-12-2023,1703635200
QLTL.XC,3305.0002,0.0499,31-08-2023,1693440000
0A28.IL,8.81119,0.0027,02-11-2023,1698883200
BHMG.L,28.076925,NULL,NULL,NULL
HBCYF,5.384058,0.071,09-11-2023,1699488000
QLT.L,32.86667,0.0499,31-08-2023,1693440000
ONTL.XC,NULL,NULL,NULL,NULL
TCAP.L,13.961539,0.070700005,28-09-2023,1695859200
TCAPL.XC,1396.9232,0.0705,28-09-2023,1695859200
BACHF,3.851,0.0838,06-07-2023,1688601600
HDB,16.223188,0.0125,12-05-2023,1683849600
CICHY,3.0286102,0.0956,06-07-2023,1688601600
ONT.L,NULL,NULL,NULL,NULL
PRXA.XC,7.639137,NULL,NULL,NULL
DOML.XC,1262.1428,0.0286,10-08-2023,1691625600
0R1A.IL,22.204485,0.0095,22-11-2023,1700611200
0H13.IL,4.682833,0.025799999,18-04-2023,1681776000
SPGI,57.851105,0.0081,27-11-2023,1701043200
SMAWF,16.51699,0.029000001,09-02-2024,1707436800
SIEGY,16.458256,0.025899999,10-02-2023,1675987200
AMAT,20.813812,0.0076,21-02-2024,1708473600
0R3C.IL,18.744919,0.0166,05-10-2023,1696464000
SEQI.L,NULL,NULL,NULL,NULL
DOM.L,12.542857,0.0286,10-08-2023,1691625600
GEC.L,0.109261185,0.003,27-12-2023,1703635200
NKED.XC,29.412699,0.014400001,01-12-2023,1701388800
0L5N.L,6.941193,NULL,NULL,NULL
SEQIL.XC,NULL,NULL,NULL,NULL
RY,12.705655,0.040799998,24-01-2024,1706054400
ITHL.XC,NULL,NULL,NULL,NULL
ITH.L,NULL,NULL,NULL,NULL
0Q11.IL,8.9518795,0.0916,11-05-2023,1683763200
0R2L.L,0.73562497,NULL,NULL,NULL
TTEP.XC,8.056094,0.0507,20-03-2024,1710892800
YOU.L,34.51613,0.008,30-11-2023,1701302400
0A2V.IL,14.258334,0.0364,30-05-2023,1685404800
CMWAY,19.396908,0.040799998,18-08-2023,1692316800
PTEC.L,NULL,NULL,NULL,NULL
PTECL.XC,NULL,NULL,NULL,NULL
RTNTF,15.939279,0.0397,10-08-2023,1691625600
TTE.L,0.080152564,0.0504,20-03-2024,1710892800
0R3G.IL,16.503614,0.0365,30-08-2023,1693353600
BOCHL.XC,865.7143,0.014099999,04-05-2023,1683158400
UPS,16.049595,0.041300002,10-11-2023,1699574400
0W2Y.IL,32.06334,NULL,NULL,NULL
0R08.L,0.12958759,NULL,NULL,NULL
BACHY,3.515625,0.0877,05-07-2023,1688515200
BOCH.L,8.6,0.0143,04-05-2023,1683158400
AXP,17.25234,0.013099999,04-01-2024,1704326400
0GWB.IL,17.05768,0.009,06-04-2023,1680739200
MONY.L,17.685715,0.048800003,03-08-2023,1691020800
0AAE.IL,NULL,NULL,NULL,NULL
AGR.L,NULL,0.0738,07-12-2023,1701907200
AGRL.XC,NULL,0.0736,07-12-2023,1701907200
RSAB.L,0.042145595,NULL,NULL,NULL
UNPD.XC,22.82881,0.0214,07-12-2023,1701907200
MONYL.XC,1762.8572,0.048600003,03-08-2023,1691020800
ISRG,89.00708,NULL,NULL,NULL
ASCL.L,NULL,NULL,NULL,NULL
HMSOL.XC,NULL,NULL,NULL,NULL
IDEXF,23.53771,0.0207,31-10-2023,1698710400
MTOL.XC,1408.5714,0.0328,14-12-2023,1702512000
HON,24.89963,0.0215,09-11-2023,1699488000
0AI4.IL,15.956124,0.031,14-03-2023,1678752000
IDEXY,23.616667,0.0305,31-10-2023,1698710400
INDUAS.XC,4.548184,0.022,18-04-2023,1681776000
UBER,123.92309,NULL,NULL,NULL
MTO.L,14.085714,0.0327,14-12-2023,1702512000
DWLL.XC,NULL,NULL,NULL,NULL
ASCLL.XC,NULL,NULL,NULL,NULL
DWL.L,NULL,NULL,NULL,NULL
0M5M.L,NULL,NULL,NULL,NULL
0A22.IL,20.923334,0.0156,03-05-2023,1683072000
SNYNF,13.117048,0.0375,30-05-2023,1685404800
KNOSL.XC,3160.606,0.024,23-11-2023,1700697600
VSVS.L,7.946666,0.0478,03-08-2023,1691020800
EADSF,29.566002,0.0124,25-04-2023,1682380800
KNOS.L,31.666664,0.0239,23-11-2023,1700697600
HMSO.L,NULL,0.0563,24-08-2023,1692835200
VSVSL.XC,791.6666,0.0479,03-08-2023,1691020800
CHDRY,18.103664,0.019199999,04-12-2023,1701648000
SMS.L,86.27273,NULL,NULL,NULL
OXIGL.XC,2160.1943,0.0091,30-11-2023,1701302400
AJB.L,17.564707,0.036199998,11-01-2024,1704931200
SNY,13.061069,0.0372,30-05-2023,1685404800
AJBL.XC,1763.5293,0.036,11-01-2024,1704931200
0BOE.L,NULL,NULL,NULL,NULL
OXIG.L,21.5534,0.009,30-11-2023,1701302400
EADSY,29.528986,0.012200001,25-04-2023,1682380800
0R3E.L,0.20300779,NULL,NULL,NULL
JTCL.XC,4561.7646,0.0134000005,21-09-2023,1695254400
BA,NULL,NULL,NULL,NULL
JTC.L,45.52941,0.0134000005,21-09-2023,1695254400
GMABC.XC,30.118774,NULL,NULL,NULL
COP,11.775599,0.0212,13-11-2023,1699833600
ZEG.L,NULL,NULL,NULL,NULL
SIED.XC,16.30808,0.0291,09-02-2024,1707436800
BNKRL.XC,NULL,NULL,NULL,NULL
0NPL.IL,17.54087,0.0197,04-12-2023,1701648000
0QWI.IL,24.95513,0.023699999,31-10-2023,1698710400
PHPL.XC,NULL,0.0725,11-01-2024,1704931200
PHP.L,NULL,0.0726,11-01-2024,1704931200
BNKR.L,NULL,NULL,NULL,NULL
SEPLL.XC,3425.0,0.068,13-11-2023,1699833600
0FMN.IL,3.6309328,NULL,NULL,NULL
ZEGL.XC,NULL,NULL,NULL,NULL
DTEGY,19.222727,0.0304,10-04-2023,1681084800
WFC-PC,3.8824506,NULL,NULL,NULL
LOW,16.837166,0.02,23-01-2024,1705968000
BUDFF,20.628666,0.013200001,03-05-2023,1683072000
CHDRF,17.153769,0.02,04-12-2023,1701648000
0QZP.L,NULL,NULL,NULL,NULL
SEPL.L,34.0,0.0678,09-11-2023,1699488000
0R2N.IL,22.832891,0.032,16-11-2023,1700092800
0JT5.L,0.26014063,NULL,NULL,NULL
ATT.L,5.5964913,NULL,NULL,NULL
0QZZ.L,0.20025377,NULL,NULL,NULL
DTEGF,19.030302,0.033,11-04-2024,1712793600
ATTL.XC,568.75,NULL,NULL,NULL
BUD,20.473942,0.013099999,03-05-2023,1683072000
0O59.IL,13.748176,0.036,30-05-2023,1685404800
0R2P.L,0.20090306,NULL,NULL,NULL
UT8D.XC,124.79167,NULL,NULL,NULL
0KVV.IL,30.663265,0.0147,25-04-2023,1682380800
WGL.XC,NULL,NULL,NULL,NULL
SONY,22.507902,0.0055,28-09-2023,1695859200
RTX,39.36405,0.0276,16-11-2023,1700092800
VCTL.XC,1970.4226,0.0437,25-01-2024,1706140800
BKNG,24.75426,NULL,NULL,NULL
BOYL.XC,1450.0,0.0364,05-10-2023,1696464000
WG.L,NULL,NULL,NULL,NULL
PFD.L,12.745454,0.010299999,29-06-2023,1687996800
PFDL.XC,1274.5454,0.0104,29-06-2023,1687996800
BOY.L,14.454546,0.036199998,05-10-2023,1696464000
0HG8.L,0.18584928,NULL,NULL,NULL
AEC1D.XC,17.01325,0.013099999,04-01-2024,1704326400
ITXE.XC,23.630304,0.020599999,31-10-2023,1698710400
KWS.L,43.0,0.0016,05-10-2023,1696464000
NHYO.XC,19.222929,0.0936,11-05-2023,1683763200
BREEL.XC,1110.9375,NULL,NULL,NULL
BREE.L,11.109375,0.0315,12-10-2023,1697068800
0QZA.L,0.11208666,NULL,NULL,NULL
0RJI.IL,20.07986,0.0148,03-05-2023,1683072000
0HKP.L,NULL,NULL,NULL,NULL
TEPL.XC,1788.2352,0.0537,30-11-2023,1701302400
SNEJF,21.83973,0.0056,28-09-2023,1695859200
T,NULL,0.066599995,09-01-2024,1704758400
TEP.L,17.764706,0.053600002,30-11-2023,1701302400
PLD,41.30032,0.0271,15-12-2023,1702598400
SYK,46.508904,0.010199999,28-12-2023,1703721600
SANP.XC,13.03809,0.038,30-05-2023,1685404800
BCOD.XC,NULL,NULL,NULL,NULL
CVSG.L,27.844828,0.0047,02-11-2023,1698883200
0R2S.L,0.595912,NULL,NULL,NULL
UL,13.232394,0.039300002,16-11-2023,1700092800
0Y6X.L,0.2319571,NULL,NULL,NULL
VEILL.XC,NULL,NULL,NULL,NULL
NEE,14.997362,0.0327,22-11-2023,1700611200
VEIL.L,NULL,NULL,NULL,NULL
SRE.L,28.733334,0.061300002,14-12-2023,1702512000
SREL.XC,2880.0,0.0612,14-12-2023,1702512000
TELIAS.XC,NULL,0.081199996,02-02-2024,1706832000
SCHW,25.082678,0.015700001,09-11-2023,1699488000
CDIP.XC,17.502726,0.0196,04-12-2023,1701648000
0MPH.IL,20.963964,0.0345,06-04-2023,1680739200
COA.L,35.6,0.029000001,19-10-2023,1697673600
JMGL.XC,NULL,NULL,NULL,NULL
JMG.L,NULL,NULL,NULL,NULL
UNLYF,13.219719,0.0399,16-11-2023,1700092800
COAL.XC,3537.5,0.0291,19-10-2023,1697673600
DTED.XC,19.142561,0.0334,11-04-2024,1712793600
FEVR.L,98.35,0.0167,28-09-2023,1695859200
MDT,28.097404,0.0319,19-12-2023,1702944000
ASL.L,12.819048,NULL,NULL,NULL
ASLL.XC,1276.1906,NULL,NULL,NULL
VRTX,33.313297,NULL,NULL,NULL
0KCK.IL,10.496796,NULL,NULL,NULL
GAMA.L,22.307693,0.0135,21-09-2023,1695254400
0LCE.L,0.34481132,NULL,NULL,NULL
0QZU.L,0.46727178,NULL,NULL,NULL
0JOQ.IL,38.70968,0.0086,05-04-2023,1680652800
GOSD.XC,17.069456,0.029000001,28-02-2024,1709078400
5URD.XC,39.17,0.0277,16-11-2023,1700092800
NPPXF,14.344444,0.0306,28-03-2024,1711584000
ABIB.XC,20.984043,0.0125,03-05-2023,1683072000
0NWV.IL,25.605972,0.0223,09-05-2023,1683590400
FGPL.XC,NULL,0.026700001,30-11-2023,1701302400
BCG.L,44.499996,0.0108,14-12-2023,1702512000
TD,14.551614,0.0505,09-01-2024,1704758400
FGP.L,NULL,0.026700001,30-11-2023,1701302400
ELV,18.43441,0.0127,05-12-2023,1701734400
KYCCF,45.134064,0.005,18-03-2024,1710720000
SOBAD.XC,NULL,NULL,NULL,NULL
CGTL.XC,NULL,NULL,NULL,NULL
CGT.L,NULL,NULL,NULL,NULL
CKN.L,12.877698,0.026800001,31-08-2023,1693440000
HRI.L,52.594593,NULL,NULL,NULL
AIRP.XC,33.85553,NULL,NULL,NULL
CKNL.XC,1285.0719,0.026800001,31-08-2023,1693440000
BCGL.XC,4405.0,0.0107,14-12-2023,1702512000
LRCX,28.253729,0.0097,12-12-2023,1702339200
SBGSY,25.55549,0.0177,09-05-2023,1683590400
RIO,12.764726,0.0585,10-08-2023,1691625600
SBGSF,25.580393,0.0176,09-05-2023,1683590400
0VQD.L,NULL,NULL,NULL,NULL
NTTYY,13.785108,0.027,28-09-2023,1695859200
RTPPF,12.669828,0.0583,10-08-2023,1691625600
PANW,193.06705,NULL,NULL,NULL
IEM.L,15.04,NULL,NULL,NULL
0KYY.L,0.31713817,NULL,NULL,NULL
BLQAD.XC,21.643833,0.0256,06-03-2024,1709683200
TJX,26.810736,0.0139,14-02-2024,1707868800
0R1F.IL,13.530997,0.0404,05-10-2023,1696464000
DE,11.121825,0.0154,28-12-2023,1703721600
CEY.L,18.47,0.038599998,31-08-2023,1693440000
EDIN.L,26.72,NULL,NULL,NULL
CEYL.XC,1840.0,0.038,31-08-2023,1693440000
JDWL.XC,1803.1915,NULL,NULL,NULL
EDINL.XC,2664.0,NULL,NULL,NULL
JDW.L,18.031916,NULL,NULL,NULL
ALIZY,9.620567,0.0464,05-05-2023,1683244800
0OAW.IL,23.468826,0.045100003,01-09-2023,1693526400
0MTD.IL,30.092497,NULL,NULL,NULL
MUFG,8.8069315,0.028299998,28-09-2023,1695859200
SBUX,26.01704,0.024300002,08-02-2024,1707350400
0H6X.IL,NULL,NULL,NULL,NULL
0R0G.L,0.24485196,NULL,NULL,NULL
LOMD.XC,16.778175,0.027,30-11-2023,1701302400
0R2M.L,0.13360785,NULL,NULL,NULL
MGNSL.XC,1605.8394,0.0479,05-10-2023,1696464000
MGNS.L,16.09489,0.0478,05-10-2023,1696464000
MBFJF,8.2970295,0.036,28-03-2024,1711584000
0Y3K.L,0.44146475,NULL,NULL,NULL
0M6S.IL,11.357013,0.0523,05-05-2023,1683244800
0HJI.L,0.35373485,NULL,NULL,NULL
GPEL.XC,NULL,0.0317,23-11-2023,1700697600
SUPRL.XC,NULL,NULL,NULL,NULL
GPE.L,NULL,0.031600002,23-11-2023,1700697600
SHOP,NULL,NULL,NULL,NULL
VX1D.XC,32.667484,NULL,NULL,NULL
SUPR.L,NULL,NULL,NULL,NULL
AGT.L,NULL,NULL,NULL,NULL
REGN,26.835613,NULL,NULL,NULL
RICA.L,NULL,NULL,NULL,NULL
0JYA.L,0.08797332,NULL,NULL,NULL
RICAL.XC,NULL,NULL,NULL,NULL
AGTL.XC,NULL,NULL,NULL,NULL
BRWM.L,7.720588,NULL,NULL,NULL
GENL.XC,2889.2856,0.0311,31-08-2023,1693440000
MOWIO.XC,21.179958,0.0366,17-11-2023,1700179200
0R01.IL,8.145008,0.051799998,03-11-2023,1698969600
GEN.L,28.714285,0.0312,31-08-2023,1693440000
PBR,3.7996368,0.1864,22-11-2023,1700611200
BRWML.XC,767.64703,NULL,NULL,NULL
0Q89.L,0.4628611,NULL,NULL,NULL
BMY,12.612944,0.0479,04-01-2024,1704326400
TRYL.XC,NULL,NULL,NULL,NULL
CIHHF,4.141026,0.075,05-07-2023,1688515200
OTV2.L,NULL,NULL,NULL,NULL
CIHKY,4.215938,0.0735,03-07-2023,1688342400
TRY.L,NULL,NULL,NULL,NULL
PBR-A,3.6610167,0.19370002,22-11-2023,1700611200
PGR,37.325054,0.0068,18-01-2024,1705536000
WKP.L,NULL,0.0515,04-01-2024,1704326400
0MCK.IL,19.359331,0.0171,31-03-2023,1680220800
WKPL.XC,NULL,0.0515,04-01-2024,1704326400
SUP.XC,25.262108,0.0178,09-05-2023,1683590400
0KHP.L,0.03487344,NULL,NULL,NULL
AIQUF,28.521969,0.017,15-05-2023,1684108800
0J1R.L,0.13569924,NULL,NULL,NULL
AIQUY,28.473482,0.016900001,11-05-2023,1683763200
0KTI.L,0.16699062,NULL,NULL,NULL
MDLZ,21.841316,0.0233,28-12-2023,1703721600
GISD.XC,18.469767,0.034,14-12-2023,1702512000
IHP.L,19.733334,0.035,21-12-2023,1703116800
BPCP.L,12.0161295,NULL,NULL,NULL
ADP,28.502974,0.0235,07-03-2024,1709769600
SOBIS.XC,32.35294,NULL,NULL,NULL
BBGI.L,26.720001,NULL,NULL,NULL
0KOC.L,0.46663037,NULL,NULL,NULL
CHGL.XC,2738.4617,0.0197,21-03-2024,1710979200
RLLCF,0.25,NULL,NULL,NULL
MMC,28.623022,0.0143,24-01-2024,1706054400
MU,NULL,0.0053,29-12-2023,1703808000
SRBD.XC,26.07903,0.024500001,08-02-2024,1707350400
GILD,16.822248,0.0344,14-12-2023,1702512000
CHG.L,27.423079,0.0196,21-03-2024,1710979200
0QYQ.IL,18.036781,0.0381,14-09-2023,1694649600
BP,4.115846,0.049200002,09-11-2023,1699488000
0Q4U.IL,28.632305,0.0359,11-10-2023,1696982400
ETN,32.75704,0.014099999,03-11-2023,1698969600
CB,13.982153,0.0145000005,14-12-2023,1702512000
BPAQF,4.0971227,0.048899997,13-11-2023,1699833600
ADI,30.003054,0.0177,01-12-2023,1701388800
BBGIL.XC,2672.0,NULL,NULL,NULL
0H30.IL,32.291122,0.0138,30-03-2023,1680134400
0R2T.IL,NULL,NULL,NULL,NULL
0HRS.L,0.12347363,NULL,NULL,NULL
0NWX.IL,14.640194,0.041300002,24-03-2023,1679616000
NZYMBC.XC,30.29896,NULL,NULL,NULL
